,rcdts,type,school_name,district,city,school_type,chronic_absenteeism,chronic_absenteeism_hispanic_or_latino,percent_ela_proficiency,percent_ela_proficiency_hispanic_or_latino,percent_math_proficiency,percent_math_proficiency_hispanic_or_latino,percent_science_proficiency,percent_science_proficiency_hispanic_or_latino,school_name_2,school_id,address,grade_cat,lat,long,geometry,commnty
206,1.50163E+14,School,James R Doolittle Academy,City of Chicago SD 299,Chicago,ELEMENTARY,38.1,NA,2.9,NA,0,NA,14.6,NA,Doolittle,609891,535 E 35TH ST,ES,41.83112063,-87.61227454,c(-87.6122745429816,DOUGLAS
207,1.50163E+14,School,Jamieson Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,23,31.9,41.2,30.2,32.8,17.3,60.2,45.8,Jamieson,610011,5650 N MOZART ST,ES,41.98464078,-87.70052942,c(-87.7005294198377,WEST RIDGE
208,1.50163E+14,School,Jensen Elem Scholastic Academy,City of Chicago SD 299,Chicago,ELEMENTARY,24.9,NA,14.4,NA,4.1,NA,44.4,NA,Jensen,610271,3030 W HARRISON ST,ES,41.87381495,-87.70224105,c(-87.7022410525605,EAST GARFIELD PARK
209,1.50163E+14,School,Johnson Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,37.7,NA,2.6,NA,2.6,NA,3.9,NA,Johnson,610274,1420 S ALBANY AVE,ES,41.86183619,-87.70313876,c(-87.7031387627174,NORTH LAWNDALE
210,1.50163E+14,School,Joplin Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,44.5,34.5,20.8,NA,8.5,NA,32.2,NA,Joplin,609805,7931 S HONORE ST,ES,41.74933916,-87.66936565,c(-87.669365649609,AUBURN GRESHAM
211,1.50163E+14,School,Jordan Elem Community School,City of Chicago SD 299,Chicago,ELEMENTARY,38,41.2,8,6.3,6.9,6.9,18.2,24.5,Jordan,609865,7414 N WOLCOTT AVE,ES,42.01708759,-87.67776252,c(-87.6777625168446,ROGERS PARK
212,1.50163E+14,School,Jungman Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,39.1,38.5,41.4,38.9,18.5,17.6,43.8,45.7,Jungman,610015,1746 S MILLER ST,ES,41.85806478,-87.65230159,c(-87.652301594476,LOWER WEST SIDE
213,1.50163E+14,School,Kanoon Elem Magnet School,City of Chicago SD 299,Chicago,ELEMENTARY,43.9,43.7,10.8,10.9,5.4,5.4,30,30,Kanoon,609920,2233 S KEDZIE AVE,ES,41.85077148,-87.70511208,c(-87.7051120770972,SOUTH LAWNDALE
214,1.50163E+14,School,Keller Elem Gifted Magnet School,City of Chicago SD 299,Chicago,ELEMENTARY,8.9,NA,95.7,100,90.7,90.9,98.2,NA,Keller,610084,3020 W 108TH ST,ES,41.69717033,-87.69727834,c(-87.6972783369984,MOUNT GREENWOOD
215,1.50163E+14,School,Kellman Corporate Community Elem,City of Chicago SD 299,Chicago,ELEMENTARY,32.3,NA,4,NA,1.6,NA,6.8,NA,Kellman,609925,3030 W ARTHINGTON ST,ES,41.87016772,-87.7021629,c(-87.7021629043717,EAST GARFIELD PARK
216,1.50163E+14,School,Kellogg Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,9.3,NA,55.2,NA,34.2,NA,55.9,NA,Kellogg,610016,9241 S LEAVITT ST,ES,41.72526344,-87.67723251,c(-87.6772325060255,BEVERLY
217,1.50163E+14,School,Kershaw Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,25.6,NA,23.1,NA,9.9,NA,20.8,NA,Kershaw,610019,6450 S LOWE AVE,ES,41.77645281,-87.64089203,c(-87.6408920254334,ENGLEWOOD
218,1.50163E+14,School,Kilmer Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,27.8,27.6,19.7,12.9,13.7,8.3,33.9,26.4,Kilmer,610022,6700 N GREENVIEW AVE,ES,42.00364046,-87.66822247,c(-87.6682224666359,ROGERS PARK
219,1.50163E+14,School,King Academy of Social Justice,City of Chicago SD 299,Chicago,ELEMENTARY,46.2,NA,9,NA,6.9,NA,12.8,NA,King Es,610299,644 W 71ST ST,ES,41.76533498,-87.64133454,c(-87.6413345407305,ENGLEWOOD
220,1.50163E+14,School,Kinzie Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,22.3,21.6,60.9,59.3,35.1,30.8,58.7,56,Kinzie,610026,5625 S MOBILE AVE,ES,41.78996463,-87.7794826,c(-87.7794825999789,GARFIELD RIDGE
221,1.50163E+14,School,Kipling Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,27.5,NA,18.3,NA,7.6,NA,42.1,NA,Kipling,610027,9351 S LOWE AVE,ES,41.72362691,-87.63952072,c(-87.6395207211877,WASHINGTON HEIGHTS
222,1.50163E+14,School,Kozminski Elem Community Academy,City of Chicago SD 299,Chicago,ELEMENTARY,45.5,NA,12.1,NA,6.7,NA,17,NA,Kozminski,610030,936 E 54TH ST,ES,41.79800188,-87.60248145,c(-87.6024814478024,HYDE PARK
223,1.50163E+14,School,LaSalle Elem Language Academy,City of Chicago SD 299,Chicago,ELEMENTARY,22.1,22,46.4,55.2,41.5,40.4,53.4,57.9,Lasalle,610033,1734 N ORLEANS ST,ES,41.91389953,-87.63756486,c(-87.6375648635043,LINCOLN PARK
224,1.50163E+14,School,LaSalle II Lang Acad Elem Sch,City of Chicago SD 299,Chicago,ELEMENTARY,17.5,23.4,54.5,51,50.7,41.3,81,76.7,Lasalle Ii,610520,1148 N HONORE ST,ES,41.90291446,-87.67369603,c(-87.6736960317108,WEST TOWN
225,1.50163E+14,School,Langford A Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,27.6,NA,9.8,36.4,5.4,9.1,15,NA,Langford,609869,6010 S THROOP ST,ES,41.78468086,-87.65716921,c(-87.657169205368,WEST ENGLEWOOD
226,1.50163E+14,School,Lara Elem Academy,City of Chicago SD 299,Chicago,ELEMENTARY,36.9,36.6,14.6,14.9,3.9,4.1,35.3,36.9,Lara,609993,4619 S WOLCOTT AVE,ES,41.8097703,-87.67218159,c(-87.6721815932935,NEW CITY
227,1.50163E+14,School,Lavizzo Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,27,NA,8.8,NA,0,NA,28.1,NA,Lavizzo,610208,138 W 109TH ST,ES,41.69626235,-87.62714769,c(-87.6271476879219,ROSELAND
228,1.50163E+14,School,Lawndale Elem Community Academy,City of Chicago SD 299,Chicago,ELEMENTARY,48.4,NA,6.1,NA,1.5,NA,2.2,NA,Lawndale,610034,3500 W DOUGLAS BLVD,ES,41.86296002,-87.71295679,c(-87.7129567867986,NORTH LAWNDALE
229,1.50163E+14,School,Lee Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,31.6,31.2,22,21.9,21.5,21.4,36.8,36.6,Lee,610291,6448 S TRIPP AVE,ES,41.77530539,-87.72888429,c(-87.7288842929312,WEST LAWN
230,1.50163E+14,School,Leland Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,56.5,NA,2.1,NA,0.5,NA,14.5,NA,Leland,610305,512 S LAVERGNE AVE,ES,41.87358678,-87.74927555,c(-87.7492755544529,AUSTIN
231,1.50163E+14,School,Lenart Elem Regional Gifted Ctr,City of Chicago SD 299,Chicago,ELEMENTARY,6,NA,82.8,NA,63.2,NA,95.7,NA,Lenart,610298,8101 S LASALLE ST,ES,41.74718592,-87.62804036,c(-87.6280403631622,CHATHAM
232,1.50163E+14,School,Lewis Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,43.7,36.4,10.5,13.5,2.6,3.6,16.7,16.7,Lewis,610036,1431 N LEAMINGTON AVE,ES,41.90682605,-87.75454995,c(-87.7545499505739,AUSTIN
233,1.50163E+14,School,Libby Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,48.7,47.2,16.8,19.4,7.3,10.4,30.6,46.2,Libby,610037,5300 S LOOMIS BLVD,ES,41.79768483,-87.65993282,c(-87.6599328179472,NEW CITY
234,1.50163E+14,School,Lincoln Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,14.3,17.1,74.1,71.4,69.8,58.2,82.9,75,Lincoln,610038,615 W KEMPER PL,ES,41.92452482,-87.6444973,c(-87.6444973039437,LINCOLN PARK
235,1.50163E+14,School,Linne Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,20.9,24.1,29.8,25,24.1,18.5,42.4,37.9,Linne,NA,NA,NA,NA,NA,c(NA,NA
236,1.50163E+14,School,Little Village Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,37.6,37.5,16.8,16.9,6.1,6,41.2,41.2,Little Village,609834,2620 S LAWNDALE AVE,ES,41.84369812,-87.71731895,c(-87.7173189526858,SOUTH LAWNDALE
237,1.50163E+14,School,Lloyd Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,36.7,36.4,15.2,15.3,8,8.2,25.2,25.6,Lloyd,610040,2103 N LAMON AVE,ES,41.9188141,-87.74851501,c(-87.7485150135081,BELMONT CRAGIN
238,1.50163E+14,School,Locke  J Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,40.2,39.6,19.8,19,7.5,6.9,36.4,37.3,Locke J,610041,2828 N OAK PARK AVE,ES,41.93176235,-87.79560407,c(-87.7956040710808,MONTCLARE
239,1.50163E+14,School,Lovett Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,20.6,26.9,19.7,22.2,10.3,8.3,24.2,41.7,Lovett,610043,6333 W BLOOMINGDALE AVE,ES,41.91271803,-87.78391885,c(-87.7839188468376,AUSTIN
240,1.50163E+14,School,Lowell Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,40.7,34.9,17,18.3,4,4.6,30,26.7,Lowell,610044,3320 W HIRSCH ST,ES,41.90651959,-87.710217,c(-87.7102170019534,HUMBOLDT PARK
241,1.50163E+14,School,Lozano Elem Bilingual & Intl Ctr,City of Chicago SD 299,Chicago,ELEMENTARY,56.4,61.6,8.9,3.8,6.9,5.1,30.3,32,Lozano,610029,1501 N GREENVIEW AVE,ES,41.90888613,-87.66509327,c(-87.665093271982,WEST TOWN
242,1.50163E+14,School,Lyon Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,35.4,36.7,23.2,22.5,15.1,14.2,48.8,47.7,Lyon,610046,2941 N MCVICKER AVE,ES,41.93419216,-87.7771742,c(-87.7771741989107,BELMONT CRAGIN
243,1.50163E+14,School,Madero Middle School,City of Chicago SD 299,Chicago,ELEMENTARY,36.3,35.8,15,15.1,6.3,6.3,30,30,Madero,610215,3202 W 28TH ST,ES,41.84095691,-87.70506426,c(-87.7050642600651,SOUTH LAWNDALE
244,1.50163E+14,School,Madison Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,53.5,NA,18.4,NA,1.8,NA,31.3,NA,Madison,610047,7433 S DORCHESTER AVE,ES,41.75954806,-87.5907124,c(-87.5907123955696,SOUTH SHORE
245,1.50163E+14,School,Manierre Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,70.1,93.3,4.3,NA,0.7,NA,5.6,NA,Manierre,610048,1420 N HUDSON AVE,ES,41.90824688,-87.63982651,c(-87.6398265134837,NEAR NORTH SIDE
246,1.50163E+14,School,Mann Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,33.2,NA,22.1,NA,8.5,NA,37.3,NA,Mann,610052,8050 S CHAPPEL AVE,ES,41.74827413,-87.57481564,c(-87.5748156373219,SOUTH CHICAGO
247,1.50163E+14,School,Marine Leadership Academy - Ames,City of Chicago SD 299,Chicago,ELEMENTARY,53,52.5,14,14.4,7.2,7.3,23.8,24.2,Marine Leadership  - Ames,NA,NA,NA,NA,NA,c(NA,NA
248,1.50163E+14,School,Marquette Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,25.8,21.9,11.9,11.3,9.3,9,16.7,17.4,Marquette,610053,6550 S RICHMOND ST,ES,41.77388108,-87.6970298,c(-87.6970297992242,CHICAGO LAWN
249,1.50163E+14,School,Marsh Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,34.1,32.3,20.7,21.1,7.8,7.8,36.1,35.5,Marsh,610054,9822 S EXCHANGE AVE,ES,41.71658802,-87.55248343,c(-87.5524834262898,SOUTH DEERING
250,1.50163E+14,School,Mason Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,45.5,NA,13.2,NA,2.9,NA,11.9,NA,Mason,610056,4217 W 18TH ST,ES,41.8568637,-87.73167243,c(-87.7316724331692,NORTH LAWNDALE
251,1.50163E+14,School,Mayer Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,16.9,15.9,70.1,62.7,58.4,33.3,79.6,70.6,Mayer,610059,2250 N CLIFTON AVE,ES,41.92320352,-87.65728744,c(-87.6572874390613,LINCOLN PARK
252,1.50163E+14,School,Mays Elem Academy,City of Chicago SD 299,Chicago,ELEMENTARY,41.2,NA,4,NA,0.7,NA,17,NA,Mays,610290,6656 S NORMAL BLVD,ES,41.7727275,-87.63727735,c(-87.6372773472151,ENGLEWOOD
253,1.50163E+14,School,McAuliffe Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,43.2,41.3,13,12.5,5.1,5.2,29.6,30.3,Mcauliffe,609968,1841 N SPRINGFIELD AVE,ES,41.91481634,-87.72393113,c(-87.7239311320322,HERMOSA
254,1.50163E+14,School,McCormick Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,35.5,35.7,8.3,8.5,2.6,2.1,32.5,33.3,Mccormick,610063,2712 S SAWYER AVE,ES,41.84226717,-87.70630009,c(-87.7063000926664,SOUTH LAWNDALE
255,1.50163E+14,School,McCutcheon Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,37.6,36.6,21.4,17.3,9.9,5.8,24.5,27.3,Mccutcheon,610269,4865 N SHERIDAN RD,ES,41.97094908,-87.65475845,c(-87.6547584478542,UPTOWN
256,1.50163E+14,School,McDade Elem Classical School,City of Chicago SD 299,Chicago,ELEMENTARY,6.7,NA,74,NA,58,NA,91.4,NA,Mcdade,610066,8801 S INDIANA AVE,ES,41.73454991,-87.61921444,c(-87.6192144436574,CHATHAM
257,1.50163E+14,School,McDowell Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,17.3,NA,50,NA,37.5,NA,33.3,NA,Mcdowell,610312,1419 E 89TH ST,ES,41.73313231,-87.5895895,c(-87.5895894984688,CALUMET HEIGHTS
258,1.50163E+14,School,McKay Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,39.2,39.2,11.7,16.2,7.6,11.6,16,27.9,Mckay,610067,6901 S FAIRFIELD AVE,ES,41.76814276,-87.6917865,c(-87.6917865020783,CHICAGO LAWN
259,1.50163E+14,School,McNair Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,35.1,34.3,8.9,12.2,8.3,14,19.8,35.7,Mcnair,610282,4820 W WALTON ST,ES,41.89781907,-87.74673078,c(-87.746730779136,AUSTIN
260,1.50163E+14,School,McPherson Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,20.9,22.8,24.9,19.1,15.1,10.1,30.8,22,Mcpherson,610070,4728 N WOLCOTT AVE,ES,41.96784687,-87.67628825,c(-87.6762882521465,LINCOLN SQUARE
261,1.50163E+14,School,Melody Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,7.6,NA,6.7,NA,3.9,NA,8.2,NA,Melody,610293,3937 W WILCOX ST,ES,41.87879893,-87.72466123,c(-87.7246612313484,WEST GARFIELD PARK
262,1.50163E+14,School,Metcalfe Elem Community Academy,City of Chicago SD 299,Chicago,ELEMENTARY,42.6,NA,7.4,NA,1.1,NA,11.1,NA,Metcalfe,609902,12339 S NORMAL AVE,ES,41.66944402,-87.63430552,c(-87.634305521243,WEST PULLMAN
263,1.50163E+14,School,Minnie Minoso Academy,City of Chicago SD 299,Chicago,ELEMENTARY,39.8,50.5,32,33.8,17.3,17.6,35.8,18.2,Minoso,610062,3527 S WALLACE ST,ES,41.82999286,-87.64110258,c(-87.641102575319,BRIDGEPORT
264,1.50163E+14,School,Mireles Elem Academy,City of Chicago SD 299,Chicago,ELEMENTARY,43.5,37.2,13.9,20.3,5.4,9.4,28.9,34.8,Mireles,610171,9000 S EXCHANGE AVE,ES,41.73171692,-87.55278794,c(-87.5527879443839,SOUTH CHICAGO
265,1.50163E+14,School,Mitchell Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,17.9,20.7,52.6,42.6,37.7,24.5,71.1,58.8,Mitchell,610073,2233 W OHIO ST,ES,41.89208217,-87.68318459,c(-87.6831845863575,WEST TOWN
266,1.50163E+14,School,Mollison Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,56.1,NA,4.3,NA,2.9,NA,29.6,NA,Mollison,610276,4415 S DR MARTIN L KING JR DR,ES,41.81435828,-87.61661794,c(-87.6166179440635,GRAND BOULEVARD
267,1.50163E+14,School,Monarcas Academy,City of Chicago SD 299,Chicago,ELEMENTARY,37.2,36.6,27,27.2,21.8,22.4,45.1,46.3,Monarcas Academy,610203,5815 S HOMAN AVE,ES,41.78752323,-87.70817918,c(-87.7081791840253,GAGE PARK
268,1.50163E+14,School,Monroe Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,37.8,37.7,19.5,19.1,7.3,6.8,43.4,44.1,Monroe,610074,3651 W SCHUBERT AVE,ES,41.9299886,-87.71922375,c(-87.7192237509544,LOGAN SQUARE
269,1.50163E+14,School,Moos Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,37.1,38,14.9,15.2,5,5.6,31.4,32.2,Moos,610076,1711 N CALIFORNIA AVE,ES,41.91250548,-87.69694139,c(-87.6969413861712,WEST TOWN
270,1.50163E+14,School,Morrill Elem Math & Sci School,City of Chicago SD 299,Chicago,ELEMENTARY,39.8,41.8,12.5,11.3,4.3,4.2,31.5,31.7,Morrill,610077,6011 S ROCKWELL ST,ES,41.78431328,-87.68854926,c(-87.688549255245,CHICAGO LAWN
271,1.50163E+14,School,Morton Elem Career Academy,City of Chicago SD 299,Chicago,ELEMENTARY,39.5,41.9,24.8,27.3,2.8,8.3,11.8,NA,Morton,610257,431 N TROY ST,ES,41.88917814,-87.70510783,c(-87.7051078304836,HUMBOLDT PARK
272,1.50163E+14,School,Mosaic School of Fine Arts,City of Chicago SD 299,Chicago,ELEMENTARY,35.4,29.4,27.2,18.4,15.6,6.5,44.5,40,Mosaic,609804,6710 N WASHTENAW AVE,ES,42.00341161,-87.69746282,c(-87.6974628220499,WEST RIDGE
273,1.50163E+14,School,Mount Greenwood Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,12.3,11.9,45.4,41,45.7,44.4,74.6,76.7,Mount Greenwood,610082,10841 S HOMAN AVE,ES,41.69573386,-87.70580994,c(-87.7058099447215,MOUNT GREENWOOD
274,1.50163E+14,School,Mount Vernon Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,39.7,NA,15.9,NA,1.3,NA,8.9,NA,Mount Vernon,610086,10540 S MORGAN ST,ES,41.70195212,-87.64765249,c(-87.6476524868628,WASHINGTON HEIGHTS
275,1.50163E+14,School,Mozart Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,45.1,44.7,14.5,14.4,9.6,9.4,27,26.9,Mozart,610088,2200 N HAMLIN AVE,ES,41.92090965,-87.72188814,c(-87.7218881446685,LOGAN SQUARE
276,1.50163E+14,School,Murphy Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,31.5,36,30.4,20.7,25.2,14.4,49.5,39,Murphy,610089,3539 W GRACE ST,ES,41.95007775,-87.71683186,c(-87.7168318552213,IRVING PARK
277,1.50163E+14,School,Murray Elem Language Academy,City of Chicago SD 299,Chicago,ELEMENTARY,30.3,NA,33.3,NA,16.8,NA,43.8,NA,Murray,610090,5335 S KENWOOD AVE,ES,41.79853549,-87.59334041,c(-87.5933404053227,HYDE PARK
278,1.50163E+14,School,Nash Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,46.3,51.2,4.1,0,0,0,9.1,NA,Nash,610092,4837 W ERIE ST,ES,41.89180975,-87.74793588,c(-87.7479358782032,AUSTIN
279,1.50163E+14,School,National Teachers Elem Academy,City of Chicago SD 299,Chicago,ELEMENTARY,29.6,27.1,32.9,43.3,23.1,42.9,45.4,37.5,National Teachers,610231,55 W CERMAK RD,ES,41.85279977,-87.62930833,c(-87.6293083298272,NEAR SOUTH SIDE
280,1.50163E+14,School,Neil Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,38.3,NA,15.1,NA,3.8,NA,29.8,NA,Neil,610093,8555 S MICHIGAN AVE,ES,41.7384066,-87.62093346,c(-87.620933455108,CHATHAM
281,1.50163E+14,School,Nettelhorst Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,21.1,22.3,52,28.6,47.7,28.6,66.1,50,Nettelhorst,610094,3252 N BROADWAY ST,ES,41.94163655,-87.64456122,c(-87.6445612223081,LAKE VIEW
282,1.50163E+14,School,New Field Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,33.6,30.7,17.8,11.5,11.7,8.2,NA,NA,New Field,610284,1707 W MORSE AVE,ES,42.00770257,-87.67316833,c(-87.6731683285629,ROGERS PARK
283,1.50163E+14,School,Newberry Elem Math & Science Acad,City of Chicago SD 299,Chicago,ELEMENTARY,40.2,34.7,34.1,34,18.6,22.6,49.3,46.7,Newberry,610095,700 W WILLOW ST,ES,41.91394722,-87.64599025,c(-87.6459902517892,LINCOLN PARK
284,1.50163E+14,School,Nicholson Technology Acad Elem Sch,City of Chicago SD 299,Chicago,ELEMENTARY,24.5,40.6,7.8,16.7,1.1,5.9,10.2,NA,Nicholson,609793,6006 S PEORIA ST,ES,41.78494238,-87.64745284,c(-87.6474528424479,ENGLEWOOD
285,1.50163E+14,School,Nightingale Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,27.3,27,18.1,18.1,13.5,13.3,26.6,26.8,Nightingale,610096,5250 S ROCKWELL ST,ES,41.79771438,-87.68913886,c(-87.689138864163,GAGE PARK
286,1.50163E+14,School,Ninos Heroes Elem Academic Ctr,City of Chicago SD 299,Chicago,ELEMENTARY,43.8,25,10.9,9.4,4.7,12.5,29.8,30.8,Ninos Heroes,609961,8344 S COMMERCIAL AVE,ES,41.74375308,-87.55186172,c(-87.5518617188553,SOUTH CHICAGO
287,1.50163E+14,School,Nixon Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,40.8,39.5,9.4,8.8,7.6,7.6,22.1,21,Nixon,610097,2121 N KEELER AVE,ES,41.91958145,-87.73142009,c(-87.7314200908048,HERMOSA
288,1.50163E+14,School,Nobel Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,33.8,32.2,19.8,20.2,11.1,11.1,36.3,36,Nobel,610098,4127 W HIRSCH ST,ES,41.90615515,-87.72995463,c(-87.7299546317707,HUMBOLDT PARK
289,1.50163E+14,School,North River Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,21.2,20.6,20.4,17.4,13,11.5,34,32.6,North River,610354,3729 W LELAND AVE,ES,41.96641068,-87.7212259,c(-87.7212201137654,ALBANY PARK
290,1.50163E+14,School,Northwest Middle School,City of Chicago SD 299,Chicago,ELEMENTARY,41.9,41.2,6.7,6.3,5.6,6,15.3,16,Northwest,610051,5252 W PALMER ST,ES,41.92061097,-87.75792051,c(-87.7579205092804,BELMONT CRAGIN
291,1.50163E+14,School,Norwood Park Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,18.2,12.9,50.6,47.2,34.2,28.1,48.1,48.5,Norwood Park,610099,5900 N NINA AVE,ES,41.98815251,-87.80297944,c(-87.8029794402888,NORWOOD PARK
292,1.50163E+14,School,OKeeffe Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,41.1,NA,13.4,NA,3.8,NA,18.9,NA,Okeeffe,610103,6940 S MERRILL AVE,ES,41.76860231,-87.57280595,c(-87.5728059549734,SOUTH SHORE
293,1.50163E+14,School,OToole Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,49,51.2,8,10.2,1.9,2.1,18.9,29.4,Otoole,610108,6550 S SEELEY AVE,ES,41.77457107,-87.674865,c(-87.6748650000608,WEST ENGLEWOOD
294,1.50163E+14,School,Ogden Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,41.5,44.7,20.8,23.6,17.9,15.9,44.5,54.8,Ogden Es,610101,24 W WALTON ST,ES,41.89997649,-87.62929657,c(-87.6292965693848,NEAR NORTH SIDE
295,1.50163E+14,School,Oglesby Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,46.6,NA,9,NA,2.9,NA,19,NA,Oglesby,610102,7646 S GREEN ST,ES,41.75467006,-87.6454695,c(-87.6454694968904,AUBURN GRESHAM
296,1.50163E+14,School,Onahan Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,23,31.4,43.4,39.8,37.3,29.9,72.3,70.7,Onahan,610104,6634 W RAVEN ST,ES,41.99379035,-87.79310826,c(-87.7931082553418,NORWOOD PARK
297,1.50163E+14,School,Oriole Park Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,23.3,29.1,55.1,49.1,45.7,33.3,59.8,66.7,Oriole Park,610105,5424 N OKETO AVE,ES,41.97850138,-87.81205404,c(-87.8120540397611,NORWOOD PARK
298,1.50163E+14,School,Orozco Elem Fine Arts & Sciences,City of Chicago SD 299,Chicago,ELEMENTARY,12.2,12.3,50,49.7,29.5,29.7,65,65,Orozco,610329,1940 W 18TH ST,ES,41.85775481,-87.67521046,c(-87.6752104589112,LOWER WEST SIDE
299,1.50163E+14,School,Ortiz De Dominguez Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,38,37.5,NA,NA,NA,NA,NA,NA,Ortiz De Dominguez,609950,3000 S LAWNDALE AVE,ES,41.83879052,-87.71719032,c(-87.7171903201514,SOUTH LAWNDALE
300,1.50163E+14,School,Otis Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,50.7,47.3,16.2,17.4,8.4,9.1,16.9,19.1,Otis,610107,525 N ARMOUR ST,ES,41.89180608,-87.66542624,c(-87.6654262359055,WEST TOWN
301,1.50163E+14,School,Owen Elem Scholastic Academy,City of Chicago SD 299,Chicago,ELEMENTARY,15.2,NA,19.2,NA,11.4,NA,41.2,NA,Owen,610109,8247 S CHRISTIANA AVE,ES,41.74284992,-87.70574909,c(-87.7057490877654,ASHBURN
302,1.50163E+14,School,Owens Community Academy ES,City of Chicago SD 299,Chicago,ELEMENTARY,40.4,NA,17.9,NA,7,NA,18.8,NA,Owens,609943,12302 S STATE ST,ES,41.67061754,-87.62254566,c(-87.6225456606249,WEST PULLMAN
303,1.50163E+14,School,Palmer Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,33.1,37.4,32.8,28.9,18.6,12.3,43.9,38.7,Palmer,610111,5051 N KENNETH AVE,ES,41.97328939,-87.73921295,c(-87.7392129454413,ALBANY PARK
