"year","multyear","sample","serial","cbserial","numprec","hhwt","cluster","stateicp","puma","city","strata","gq","gqtype","gqtyped","ownershp","ownershpd","mortgage","owncost","rentgrs","hhincome","valueh","rooms","unitsstr","pernum","perwt","famsize","age","race","raced","hispan","hispand","ancestr1","ancestr1d","citizen","speakeng","tribe","tribed","hcovany","school","educ","educd","gradeatt","gradeattd","schltype","empstat","empstatd","labforce","occ","ind","poverty","stateicp_f","puma_f","city_f","strata_f","gq_f","gqtype_f","gqtyped_f","ownershp_f","ownershpd_f","mortgage_f","owncost_f","rentgrs_f","hhincome_f","valueh_f","rooms_f","unitsstr_f","pernum_f","perwt_f","famsize_f","age_f","race_f","raced_f","hispan_f","hispand_f","ancestr1_f","ancestr1d_f","citizen_f","speakeng_f","tribe_f","tribed_f","hcovany_f","school_f","educ_f","educd_f","gradeatt_f","gradeattd_f","schltype_f","empstat_f","empstatd_f","labforce_f","occ_f","ind_f","poverty_f"
2012,2008,201205,1922642,2008000044026,1,13,2012019226425,21,3518,1190,351817,1,0,0,1,12,1,321,0,8963,140000,5,3,1,13,1,93,2,200,0,0,999,9990,0,3,0,0,2,1,3,30,0,0,1,3,30,1,0,0,83,"Illinois","3518","Chicago, IL","351817","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned free and clear","No, owned free and clear","321","N/A","8963","140000","5","1-family house, detached","1","13","1 family member present","93","Black/African American","Black/African American","Not Hispanic","Not Hispanic","Not Reported","Not Reported","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 9","Grade 9","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","83"
2012,2008,201205,1922645,2008000044154,1,41,2012019226455,21,3514,1190,351417,1,0,0,1,13,3,2159,0,59753,500000,8,6,1,41,1,52,2,200,0,0,902,9020,0,3,0,0,2,1,10,101,0,0,1,1,10,2,430,6480,501,"Illinois","3514","Chicago, IL","351417","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","2159","N/A","59753","500000","8","3-4 family building","1","41","1 family member present","52","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","4 years of college","Bachelor's degree","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","","6480","501 percent or more of poverty threshold"
2012,2008,201205,1922649,2008000044291,6,47,2012019226495,21,3519,1190,351917,1,0,0,1,13,3,1343,0,59753,95000,6,4,1,47,6,46,2,200,0,0,902,9020,0,3,0,0,2,1,7,71,0,0,1,1,12,2,5630,9470,188,"Illinois","3519","Chicago, IL","351917","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1343","N/A","59753","$90,000 - 99,999","6","1-family house, attached","1","47","6","46","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","1 year of college","1 or more years of college credit, no degree","N/A","N/A","Not enrolled","Employed","Has job, not working","Yes, in the labor force","5630","9470","188"
2012,2008,201205,1922649,2008000044291,6,47,2012019226495,21,3519,1190,351917,1,0,0,1,13,3,1343,0,59753,95000,6,4,2,67,6,23,2,200,0,0,902,9020,0,3,0,0,2,1,6,63,0,0,1,3,30,1,0,0,188,"Illinois","3519","Chicago, IL","351917","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1343","N/A","59753","$90,000 - 99,999","6","1-family house, attached","2","67","6","23","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 12","Regular high school diploma","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","188"
2012,2008,201205,1922649,2008000044291,6,47,2012019226495,21,3519,1190,351917,1,0,0,1,13,3,1343,0,59753,95000,6,4,3,55,6,12,2,200,0,0,902,9020,0,3,0,0,2,2,2,23,4,43,2,0,0,0,0,0,188,"Illinois","3519","Chicago, IL","351917","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1343","N/A","59753","$90,000 - 99,999","6","1-family house, attached","3","55","6","12","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","Grade 5, 6, 7, or 8","Grade 6","Grade 5 to grade 8","Grade 7","Public school","N/A","N/A","N/A","","","188"
2012,2008,201205,1922649,2008000044291,6,47,2012019226495,21,3519,1190,351917,1,0,0,1,13,3,1343,0,59753,95000,6,4,4,66,6,47,2,200,0,0,902,9020,0,3,0,0,1,1,7,71,0,0,1,1,10,2,3510,8190,188,"Illinois","3519","Chicago, IL","351917","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1343","N/A","59753","$90,000 - 99,999","6","1-family house, attached","4","66","6","47","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","1 year of college","1 or more years of college credit, no degree","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","3510","8190","188"
2012,2008,201205,1922649,2008000044291,6,47,2012019226495,21,3519,1190,351917,1,0,0,1,13,3,1343,0,59753,95000,6,4,5,75,6,26,2,200,0,0,902,9020,0,3,0,0,1,1,7,71,0,0,1,1,10,2,3600,8190,188,"Illinois","3519","Chicago, IL","351917","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1343","N/A","59753","$90,000 - 99,999","6","1-family house, attached","5","75","6","26","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","1 year of college","1 or more years of college credit, no degree","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","3600","8190","188"
2012,2008,201205,1922649,2008000044291,6,47,2012019226495,21,3519,1190,351917,1,0,0,1,13,3,1343,0,59753,95000,6,4,6,53,6,4,2,200,0,0,902,9020,0,0,0,0,2,2,0,2,1,10,3,0,0,0,0,0,188,"Illinois","3519","Chicago, IL","351917","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1343","N/A","59753","$90,000 - 99,999","6","1-family house, attached","6","53","6","4","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","N/A (Blank)","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","N/A or no schooling","No schooling completed","Nursery school/preschool","Nursery school/preschool","Private school (1960,1990-2000,ACS,PRCS)","N/A","N/A","N/A","","","188"
2012,2008,201205,1922653,2008000044482,3,20,2012019226535,21,3508,1190,350817,1,0,0,2,22,0,99999,405,41827,9999999,9,5,1,19,3,64,2,200,0,0,999,9990,0,4,0,0,2,1,7,71,0,0,1,1,10,2,4520,8990,237,"Illinois","3508","Chicago, IL","350817","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","405","41827","N/A","9 (9+, 1960-2007)","2-family building","1","19","3","64","Black/African American","Black/African American","Not Hispanic","Not Hispanic","Not Reported","Not Reported","N/A","Yes, speaks very well","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","1 year of college","1 or more years of college credit, no degree","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","4520","8990","237"
2012,2008,201205,1922653,2008000044482,3,20,2012019226535,21,3508,1190,350817,1,0,0,2,22,0,99999,405,41827,9999999,9,5,2,26,3,63,2,200,0,0,999,9990,0,4,0,0,2,1,11,116,0,0,1,3,30,1,8960,3980,237,"Illinois","3508","Chicago, IL","350817","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","405","41827","N/A","9 (9+, 1960-2007)","2-family building","2","26","3","63","Black/African American","Black/African American","Not Hispanic","Not Hispanic","Not Reported","Not Reported","N/A","Yes, speaks very well","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","5+ years of college","Doctoral degree","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","8960","3980","237"
2012,2008,201205,1922653,2008000044482,3,20,2012019226535,21,3508,1190,350817,1,0,0,2,22,0,99999,405,41827,9999999,9,5,3,28,3,51,2,200,0,0,999,9990,0,5,0,0,2,1,6,65,0,0,1,1,10,2,7310,9490,237,"Illinois","3508","Chicago, IL","350817","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","405","41827","N/A","9 (9+, 1960-2007)","2-family building","3","28","3","51","Black/African American","Black/African American","Not Hispanic","Not Hispanic","Not Reported","Not Reported","N/A","Yes, speaks well","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 12","Some college, but less than 1 year","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","7310","9490","237"
2012,2008,201205,1922654,2008000044519,3,19,2012019226545,21,3512,1190,351217,1,0,0,2,22,0,99999,872,32736,9999999,5,5,1,18,3,34,1,100,1,100,211,2110,0,5,0,0,2,1,6,63,0,0,1,2,20,2,9600,6390,180,"Illinois","3512","Chicago, IL","351217","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","872","32736","N/A","5","2-family building","1","18","3","34","White","White","Mexican","Mexican","Mexican American","Mexican American","N/A","Yes, speaks well","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 12","Regular high school diploma","N/A","N/A","Not enrolled","Unemployed","Unemployed","Yes, in the labor force","9600","6390","180"
2012,2008,201205,1922654,2008000044519,3,19,2012019226545,21,3512,1190,351217,1,0,0,2,22,0,99999,872,32736,9999999,5,5,2,15,3,33,1,100,1,100,210,2101,3,5,0,0,1,1,6,65,0,0,1,1,10,2,8740,3490,180,"Illinois","3512","Chicago, IL","351217","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","872","32736","N/A","5","2-family building","2","15","3","33","White","White","Mexican","Mexican","Mexican","Mexican (1990-2000, ACS, PRCS)","Not a citizen","Yes, speaks well","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","Grade 12","Some college, but less than 1 year","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","8740","3490","180"
2012,2008,201205,1922654,2008000044519,3,19,2012019226545,21,3512,1190,351217,1,0,0,2,22,0,99999,872,32736,9999999,5,5,3,15,3,2,1,100,1,100,210,2101,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,180,"Illinois","3512","Chicago, IL","351217","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","872","32736","N/A","5","2-family building","3","15","3","2","White","White","Mexican","Mexican","Mexican","Mexican (1990-2000, ACS, PRCS)","N/A","N/A (Blank)","Not applicable or blank","Not applicable or blank","With health insurance coverage","N/A","N/A or no schooling","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","180"
2012,2008,201205,1922655,2008000044522,3,35,2012019226555,21,3518,1190,351817,1,0,0,1,13,3,1943,0,75972,195000,5,5,1,35,3,52,2,200,0,0,902,9020,0,3,0,0,1,1,5,50,0,0,1,1,10,2,4600,8470,431,"Illinois","3518","Chicago, IL","351817","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1943","N/A","75972","195000","5","2-family building","1","35","3","52","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","Grade 11","Grade 11","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","4600","8470","431"
2012,2008,201205,1922655,2008000044522,3,35,2012019226555,21,3518,1190,351817,1,0,0,1,13,3,1943,0,75972,195000,5,5,2,36,3,54,2,200,0,0,902,9020,0,3,0,0,2,1,7,71,0,0,1,1,10,2,8450,8880,431,"Illinois","3518","Chicago, IL","351817","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1943","N/A","75972","195000","5","2-family building","2","36","3","54","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","1 year of college","1 or more years of college credit, no degree","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","8450","8880","431"
2012,2008,201205,1922655,2008000044522,3,35,2012019226555,21,3518,1190,351817,1,0,0,1,13,3,1943,0,75972,195000,5,5,3,65,3,18,2,200,0,0,902,9020,0,3,0,0,1,2,5,50,5,54,2,3,30,1,4620,8570,431,"Illinois","3518","Chicago, IL","351817","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1943","N/A","75972","195000","5","2-family building","3","65","3","18","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","No health insurance coverage","Yes, in school","Grade 11","Grade 11","Grade 9 to grade 12","Grade 12","Public school","Not in labor force","Not in Labor Force","No, not in the labor force","4620","8570","431"
2012,2008,201205,1922672,2008000044927,1,15,2012019226725,21,3506,1190,350617,1,0,0,1,12,1,1180,0,160267,450000,5,4,1,15,1,43,1,100,0,0,50,500,0,3,0,0,2,1,11,114,0,0,1,3,30,1,1800,7390,501,"Illinois","3506","Chicago, IL","350617","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned free and clear","No, owned free and clear","1180","N/A","160267","$400,000 - 499,999","5","1-family house, attached","1","15","1 family member present","43","White","White","Not Hispanic","Not Hispanic","Irish, various subheads,","Irish","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","5+ years of college","Master's degree","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","1800","7390","501 percent or more of poverty threshold"
2012,2008,201205,1922680,2008000045121,1,16,2012019226805,21,3511,1190,351117,3,1,100,0,0,0,99999,0,9999999,9999999,0,0,1,16,1,18,1,100,1,100,210,2101,3,4,0,0,1,1,6,63,0,0,1,3,30,1,5850,6390,0,"Illinois","3511","Chicago, IL","351117","Group quarters--Institutions","Institution (1990, 2000, ACS/PRCS)","Institution (1990, 2000, ACS/PRCS)","N/A","N/A","N/A","Not in universe","N/A","N/A ","N/A","N/A","N/A","1","16","1 family member present","18","White","White","Mexican","Mexican","Mexican","Mexican (1990-2000, ACS, PRCS)","Not a citizen","Yes, speaks very well","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","Grade 12","Regular high school diploma","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","5850","6390","N/A "
2012,2008,201205,1922688,2008000045396,8,21,2012019226885,21,3511,1190,351117,1,0,0,1,13,3,2321,0,54632,200000,7,3,1,21,8,34,1,100,1,100,210,2101,3,6,0,0,1,1,2,23,0,0,1,1,10,2,4020,8680,138,"Illinois","3511","Chicago, IL","351117","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","2321","N/A","54632","$200,000+","7","1-family house, detached","1","21","8","34","White","White","Mexican","Mexican","Mexican","Mexican (1990-2000, ACS, PRCS)","Not a citizen","Yes, but not well","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","Grade 5, 6, 7, or 8","Grade 6","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","4020","8680","138"
2012,2008,201205,1922688,2008000045396,8,21,2012019226885,21,3511,1190,351117,1,0,0,1,13,3,2321,0,54632,200000,7,3,2,19,8,13,1,100,1,100,211,2110,0,5,0,0,2,2,2,25,4,44,2,0,0,0,0,0,138,"Illinois","3511","Chicago, IL","351117","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","2321","N/A","54632","$200,000+","7","1-family house, detached","2","19","8","13","White","White","Mexican","Mexican","Mexican American","Mexican American","N/A","Yes, speaks well","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","Grade 5, 6, 7, or 8","Grade 7","Grade 5 to grade 8","Grade 8","Public school","N/A","N/A","N/A","","","138"
2012,2008,201205,1922688,2008000045396,8,21,2012019226885,21,3511,1190,351117,1,0,0,1,13,3,2321,0,54632,200000,7,3,3,20,8,10,1,100,1,100,211,2110,0,5,0,0,2,2,1,17,4,41,2,0,0,0,0,0,138,"Illinois","3511","Chicago, IL","351117","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","2321","N/A","54632","$200,000+","7","1-family house, detached","3","20","8","10","White","White","Mexican","Mexican","Mexican American","Mexican American","N/A","Yes, speaks well","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","Nursery school to grade 4","Grade 4","Grade 5 to grade 8","Grade 5","Public school","N/A","N/A","N/A","","","138"
2012,2008,201205,1922688,2008000045396,8,21,2012019226885,21,3511,1190,351117,1,0,0,1,13,3,2321,0,54632,200000,7,3,4,19,8,8,1,100,1,100,211,2110,0,5,0,0,2,2,1,15,3,33,2,0,0,0,0,0,138,"Illinois","3511","Chicago, IL","351117","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","2321","N/A","54632","$200,000+","7","1-family house, detached","4","19","8","8","White","White","Mexican","Mexican","Mexican American","Mexican American","N/A","Yes, speaks well","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","Nursery school to grade 4","Grade 2","Grade 1 to grade 4","Grade 3","Public school","N/A","N/A","N/A","","","138"
2012,2008,201205,1922688,2008000045396,8,21,2012019226885,21,3511,1190,351117,1,0,0,1,13,3,2321,0,54632,200000,7,3,5,22,8,2,1,100,1,100,211,2110,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,138,"Illinois","3511","Chicago, IL","351117","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","2321","N/A","54632","$200,000+","7","1-family house, detached","5","22","8","2","White","White","Mexican","Mexican","Mexican American","Mexican American","N/A","N/A (Blank)","Not applicable or blank","Not applicable or blank","With health insurance coverage","N/A","N/A or no schooling","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","138"
2012,2008,201205,1922688,2008000045396,8,21,2012019226885,21,3511,1190,351117,1,0,0,1,13,3,2321,0,54632,200000,7,3,6,29,8,32,1,100,1,100,210,2101,3,1,0,0,1,1,2,23,0,0,1,1,10,2,4220,7580,138,"Illinois","3511","Chicago, IL","351117","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","2321","N/A","54632","$200,000+","7","1-family house, detached","6","29","8","32","White","White","Mexican","Mexican","Mexican","Mexican (1990-2000, ACS, PRCS)","Not a citizen","Does not speak English","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","Grade 5, 6, 7, or 8","Grade 6","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","4220","7580","138"
2012,2008,201205,1922688,2008000045396,8,21,2012019226885,21,3511,1190,351117,1,0,0,1,13,3,2321,0,54632,200000,7,3,7,27,8,28,1,100,1,100,210,2101,3,6,0,0,1,1,6,63,0,0,1,1,10,2,6260,7580,138,"Illinois","3511","Chicago, IL","351117","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","2321","N/A","54632","$200,000+","7","1-family house, detached","7","27","8","28","White","White","Mexican","Mexican","Mexican","Mexican (1990-2000, ACS, PRCS)","Not a citizen","Yes, but not well","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","Grade 12","Regular high school diploma","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","6260","7580","138"
2012,2008,201205,1922688,2008000045396,8,21,2012019226885,21,3511,1190,351117,1,0,0,1,13,3,2321,0,54632,200000,7,3,8,19,8,34,1,100,1,100,210,2101,3,6,0,0,1,1,2,23,0,0,1,3,30,1,0,0,138,"Illinois","3511","Chicago, IL","351117","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","2321","N/A","54632","$200,000+","7","1-family house, detached","8","19","8","34","White","White","Mexican","Mexican","Mexican","Mexican (1990-2000, ACS, PRCS)","Not a citizen","Yes, but not well","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","Grade 5, 6, 7, or 8","Grade 6","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","138"
2012,2008,201205,1922689,2008000045404,3,38,2012019226895,21,3513,1190,351317,1,0,0,1,13,3,2251,0,49403,275000,5,5,1,38,3,57,7,700,1,100,210,2101,3,1,0,0,2,1,2,22,0,0,1,1,10,2,9640,1070,280,"Illinois","3513","Chicago, IL","351317","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","2251","N/A","49403","$250,000 - 299,999","5","2-family building","1","38","3","57","Other race, nec","Other race, n.e.c.","Mexican","Mexican","Mexican","Mexican (1990-2000, ACS, PRCS)","Not a citizen","Does not speak English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 5, 6, 7, or 8","Grade 5","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","9640","1070","280"
2012,2008,201205,1922689,2008000045404,3,38,2012019226895,21,3513,1190,351317,1,0,0,1,13,3,2251,0,49403,275000,5,5,2,49,3,18,7,700,1,100,210,2101,0,4,0,0,2,2,6,65,6,60,2,1,10,2,4720,5170,280,"Illinois","3513","Chicago, IL","351317","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","2251","N/A","49403","$250,000 - 299,999","5","2-family building","2","49","3","18","Other race, nec","Other race, n.e.c.","Mexican","Mexican","Mexican","Mexican (1990-2000, ACS, PRCS)","N/A","Yes, speaks very well","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","Grade 12","Some college, but less than 1 year","College undergraduate","College undergraduate","Public school","Employed","At work","Yes, in the labor force","4720","5170","280"
2012,2008,201205,1922689,2008000045404,3,38,2012019226895,21,3513,1190,351317,1,0,0,1,13,3,2251,0,49403,275000,5,5,3,47,3,19,7,700,1,100,210,2101,0,4,0,0,2,1,6,63,0,0,1,1,10,2,4720,8680,280,"Illinois","3513","Chicago, IL","351317","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","2251","N/A","49403","$250,000 - 299,999","5","2-family building","3","47","3","19","Other race, nec","Other race, n.e.c.","Mexican","Mexican","Mexican","Mexican (1990-2000, ACS, PRCS)","N/A","Yes, speaks very well","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 12","Regular high school diploma","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","4720","8680","280"
2012,2008,201205,1922703,2008000045806,3,30,2012019227035,21,3508,1190,350817,1,0,0,2,22,0,99999,843,21340,9999999,6,3,1,30,3,40,2,200,0,0,902,9020,0,3,0,0,2,1,6,63,0,0,1,1,10,2,230,7860,117,"Illinois","3508","Chicago, IL","350817","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","843","21340","N/A","6","1-family house, detached","1","30","3","40","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 12","Regular high school diploma","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","","7860","117"
2012,2008,201205,1922703,2008000045806,3,30,2012019227035,21,3508,1190,350817,1,0,0,2,22,0,99999,843,21340,9999999,6,3,2,32,3,17,2,200,0,0,902,9020,0,3,0,0,2,2,6,63,5,54,2,3,30,1,0,0,117,"Illinois","3508","Chicago, IL","350817","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","843","21340","N/A","6","1-family house, detached","2","32","3","17","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","Grade 12","Regular high school diploma","Grade 9 to grade 12","Grade 12","Public school","Not in labor force","Not in Labor Force","No, not in the labor force","","","117"
2012,2008,201205,1922703,2008000045806,3,30,2012019227035,21,3508,1190,350817,1,0,0,2,22,0,99999,843,21340,9999999,6,3,3,30,3,15,2,200,0,0,902,9020,0,3,0,0,2,2,4,40,5,52,2,0,0,0,0,0,117,"Illinois","3508","Chicago, IL","350817","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","843","21340","N/A","6","1-family house, detached","3","30","3","15","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","Grade 10","Grade 10","Grade 9 to grade 12","Grade 10","Public school","N/A","N/A","N/A","","","117"
